name,strand,start,end,chrom
Hao2,-,98874518,98893230,chr3
Hap1,-,100347326,100356141,chr11
Hapln1,+,89540635,89611832,chr13
Hapln2,-,88021749,88027511,chr3
Hapln3,-,79117026,79131018,chr7
Hapln4,+,70083528,70090862,chr8
Harbi1,+,91710949,91721566,chr2
Hars,-,36766527,36783205,chr18
Hars2,+,36783208,36792560,chr18
Has1,-,17843325,17855188,chr17
Has2,-,56665626,56694546,chr15
Has2os,+,56689943,56694460,chr15
Has3,+,106870241,106882902,chr8
Hat1,+,71389259,71441622,chr2
Haus1,-,77757566,77767780,chr18
Haus2,+,120609381,120621559,chr2
Haus3,-,34153896,34169424,chr5
Haus4,-,54541784,54554361,chr14
Haus5,-,30653707,30664994,chr7
Haus6,-,86581284,86612022,chr4
Haus7,-,73437314,73459029,chrX
Haus8,-,71251123,71272590,chr8
Havcr1,+,46740222,46779578,chr11
Havcr2,+,46454930,46481254,chr11
Hax1,-,89995445,89998716,chr3
Hba-a1,+,32283671,32297303,chr11
Hba-a2,+,32283674,32297310,chr11
Hba-x,+,32276599,32278115,chr11
Hbb-b1,-,103826531,103827929,chr7
Hbb-b2,-,103812523,103813923,chr7
Hbb-bh1,-,103841637,103843162,chr7
Hbb-bh2,-,103839123,103840521,chr7
Hbb-bs,-,103826522,103827928,chr7
Hbb-bt,-,103812523,103813923,chr7
Hbb-y,-,103851753,103853207,chr7
Hbegf,-,36504926,36515805,chr18
Hbp1,-,31926454,31950535,chr12
Hbq1a,+,32300068,32300873,chr11
Hbq1b,+,32286963,32287912,chr11
Hbs1l,+,21295978,21368889,chr10
Hc,-,34983330,35061441,chr2
Hcar1,-,123876735,123880020,chr5
Hcar2,-,123863569,123865516,chr5
Hccs,-,169311530,169320343,chrX
Hcfc1,-,73942791,73966357,chrX
Hcfc1r1,+,23673607,23675524,chr17
Hcfc2,+,82699006,82741392,chr10
Hck,+,153108467,153151441,chr2
Hcls1,+,36934982,36963214,chr16
Hcn1,+,117602319,117981028,chr13
Hcn2,+,79716633,79736108,chr10
Hcn3,-,89146774,89160157,chr3
Hcn4,+,58823511,58860955,chr9
Hcrt,-,100761692,100762931,chr11
Hcrtr1,-,130130216,130139162,chr4
Hcrtr2,-,76225879,76323578,chr9
Hcst,-,30417711,30419854,chr7
Hdac1,-,129516103,129542646,chr4
Hdac10,-,89123302,89128700,chr15
Hdac11,+,91156814,91174683,chr6
Hdac2,+,36974543,37001888,chr10
Hdac3,-,37936970,37954988,chr18
Hdac4,-,91932748,92148393,chr1
Hdac5,-,102195746,102230172,chr11
Hdac6,-,7930121,7947889,chrX
Hdac7,-,97792663,97844502,chr15
Hdac8,-,102284639,102505148,chrX
Hdac9,-,34047581,34917095,chr12
Hdc,-,126593659,126618678,chr2
Hddc2,+,31313404,31328086,chr10
Hddc3,+,80343136,80346097,chr7
Hdgf,+,87906320,87916132,chr3
Hdgfl1,-,26768171,26770165,chr13
Hdgfrp2,+,56079630,56100604,chr17
Hdgfrp3,-,81881255,81934459,chr7
Hdhd1a,-,50567655,50568699,chr18
Hdhd2,+,76944114,76972171,chr18
Hdhd3,-,62499053,62502200,chr4
Hdlbp,-,93405939,93478917,chr1
Hdx,-,111575203,111697079,chrX
Heatr1,+,12395374,12438893,chr13
Heatr3,+,88137884,88171943,chr8
Heatr5a,-,51875872,51971321,chr12
Heatr5b,-,78752905,78835381,chr17
Heatr6,+,83753636,83783754,chr11
Heatr9,-,83511678,83522099,chr11
Hebp1,-,135137518,135168215,chr6
Hebp2,-,18540122,18546076,chr10
Heca,-,17900465,17948067,chr10
Hectd1,-,51743721,51829536,chr12
Hectd2,+,36554638,36621135,chr19
Hectd3,+,116995347,117005277,chr4
Hecw1,-,14226437,14523226,chr13
Hecw2,-,53806873,54195034,chr1
Heg1,+,33684465,33768195,chr16
Helb,-,120083607,120112965,chr10
Hells,+,38930989,38968277,chr19
Helq,-,100762147,100798600,chr5
Helt,-,46292047,46294671,chr8
Helz,+,107547959,107686943,chr11
Helz2,-,181227614,181242027,chr2
Hemgn,-,46393988,46404183,chr4
Hemk1,-,107327081,107338350,chr9
Hemt1,+,74819075,74824436,chr15
Henmt1,+,108940083,108960776,chr3
Hepacam,+,37367605,37386571,chr9
Hepacam2,-,3457088,3494498,chr6
Heph,+,96455435,96574484,chrX
Hephl1,-,15051840,15112108,chr9
Herc1,+,66350449,66508775,chr9
Herc2,+,56050154,56231798,chr7
Herc3,+,58833699,58920396,chr6
Herc4,+,63243796,63317881,chr10
Herc6,+,57580991,57665136,chr6
Herpud1,+,94386499,94395358,chr8
Herpud2,-,25108129,25151781,chr9
Hes1,+,30065356,30067796,chr16
Hes2,+,152158866,152162469,chr4
Hes3,-,152285971,152291662,chr4
Hes5,+,154960922,154962371,chr4
Hes6,-,91411482,91413222,chr1
Hes7,+,69120452,69123259,chr11
Hesx1,+,27000361,27002325,chr14
Hexa,+,59539666,59565105,chr9
Hexb,-,97176330,97198357,chr13
Hexdc,+,121204432,121222656,chr11
Hexim1,+,103116324,103119724,chr11
Hexim2,+,103133338,103139908,chr11
Hey1,-,8663358,8667038,chr3
Hey2,-,30832358,30842783,chr10
Heyl,+,123233555,123249870,chr4
Hfe,-,23703840,23710811,chr13
Hfe2,+,96525184,96529216,chr3
Hfm1,-,106840196,106925890,chr5
Hgd,+,37580152,37632026,chr16
Hgf,+,16553494,16619439,chr5
Hgfac,+,35041552,35048436,chr5
Hgh1,+,76368897,76371411,chr15
Hgs,+,120467634,120483984,chr11
Hgsnat,-,25944458,25976744,chr8
Hhat,-,192512827,192771219,chr1
Hhatl,-,121784015,121792507,chr9
Hhex,+,37434840,37440731,chr19
Hhip,-,79965850,80058008,chr8
Hhipl1,+,108306269,108328300,chr12
Hhipl2,+,183418502,183437053,chr1
Hhla1,-,65922442,65976804,chr15
Hiat1,-,116631166,116662677,chr3
Hiatl1,-,65065029,65112982,chr13
Hibadh,-,52546229,52640300,chr6
Hibch,+,52845045,52920860,chr1
Hic1,-,75164564,75170255,chr11
Hic2,+,17233586,17263430,chr16
Hid1,-,115347708,115367719,chr11
Hif1a,+,73907866,73947530,chr12
Hif1an,+,44562853,44576274,chr19
Hif3a,-,17030992,17062427,chr7
Higd1a,-,121848559,121858000,chr9
Higd1b,+,102836295,102838039,chr11
Higd1c,+,100364584,100383955,chr15
Higd2a,+,54590230,54591147,chr13
Hilpda,+,29272487,29275449,chr6
Hils1,+,94967660,94968456,chr11
Hinfp,-,44295672,44305671,chr9
Hint1,+,54866437,54870496,chr11
Hint2,-,43654226,43656445,chr4
Hint3,-,30608206,30618366,chr10
Hip1,-,135406518,135545122,chr5
Hip1r,+,123973627,124003215,chr5
Hipk1,-,103739814,103791563,chr3
Hipk2,-,38697839,38876190,chr6
Hipk3,-,104426481,104494489,chr2
Hipk4,+,27523260,27531174,chr7
Hira,+,18876749,18970308,chr16
Hirip3,+,126861971,126865122,chr7
Hist1h1a,+,23763667,23764412,chr13
Hist1h1b,-,21779831,21780625,chr13
Hist1h1c,+,23738806,23739531,chr13
Hist1h1d,+,23555031,23555807,chr13
Hist1h1e,-,23621776,23622558,chr13
Hist1h1t,+,23695810,23696545,chr13
Hist1h2aa,+,23934461,23934913,chr13
Hist1h2ab,+,23751087,23751592,chr13
Hist1h2ac,-,23683472,23683959,chr13
Hist1h2ad,+,23574380,23574915,chr13
Hist1h2ae,-,23570662,23571220,chr13
Hist1h2af,+,23533910,23534378,chr13
Hist1h2ag,-,22042477,22042949,chr13
Hist1h2ah,-,22035121,22035643,chr13
Hist1h2ai,+,21716411,21716859,chr13
Hist1h2ak,-,21753376,21753912,chr13
Hist1h2an,-,21786771,21787218,chr13
Hist1h2ao,-,21810366,21833575,chr13
Hist1h2ap,-,21810466,21833475,chr13
Hist1h2ba,-,23933724,23934156,chr13
Hist1h2bb,+,23746733,23747223,chr13
Hist1h2bc,+,23684198,23692480,chr13
Hist1h2be,-,23583669,23621124,chr13
Hist1h2bf,-,23573759,23574190,chr13
Hist1h2bg,+,23571399,23571863,chr13
Hist1h2bh,-,23542922,23543444,chr13
Hist1h2bj,+,22043229,22043658,chr13
Hist1h2bk,+,22035820,22036320,chr13
Hist1h2bl,-,21715712,21716143,chr13
Hist1h2bm,+,21722043,21722526,chr13
Hist1h2bn,+,21754122,21754553,chr13
Hist1h2bp,+,21787487,21789213,chr13
Hist1h2bq,+,21806411,21837530,chr13
Hist1h2br,+,21806411,21837530,chr13
Hist1h3a,-,23761884,23762386,chr13
Hist1h3b,+,23752379,23752840,chr13
Hist1h3c,-,23745041,23745521,chr13
Hist1h3d,+,23575762,23576266,chr13
Hist1h3e,-,23561895,23562365,chr13
Hist1h3f,+,23544051,23544954,chr13
Hist1h3g,+,23535417,23535909,chr13
Hist1h3h,+,21717627,21718115,chr13
Hist1h3i,-,21782914,21783397,chr13
Hist1h4a,-,23760794,23761249,chr13
Hist1h4b,+,23756936,23757386,chr13
Hist1h4c,-,23698083,23698458,chr13
Hist1h4d,+,23581601,23581969,chr13
Hist1h4f,-,23551285,23551643,chr13
Hist1h4h,+,23531043,23531478,chr13
Hist1h4i,-,22040959,22041362,chr13
Hist1h4j,+,21735095,21735407,chr13
Hist1h4k,-,21750144,21750553,chr13
Hist1h4m,+,21811745,21812150,chr13
Hist1h4n,-,21811783,21832158,chr13
Hist2h2aa1,+,96239778,96246052,chr3
Hist2h2aa2,+,96239778,96246052,chr3
Hist2h2ab,+,96219915,96220353,chr3
Hist2h2ac,-,96220412,96220880,chr3
Hist2h2bb,+,96269699,96270192,chr3
Hist2h2be,+,96221120,96223738,chr3
Hist2h3b,+,96268653,96269155,chr3
Hist2h3c1,+,96238478,96247348,chr3
Hist2h3c2,+,96238478,96247348,chr3
Hist2h4,-,96262933,96263317,chr3
Hist3h2a,+,58954684,58955192,chr11
Hist3h2ba,+,58948910,58949372,chr11
Hist3h2bb-ps,-,58954047,58954512,chr11
Hist4h4,-,136803992,136804431,chr6
Hivep1,+,42052020,42185026,chr13
Hivep2,+,13966378,14151378,chr10
Hivep3,+,119814677,120135411,chr4
Hjurp,-,88258855,88277579,chr1
Hk1,-,62268854,62379908,chr10
Hk1os,+,62340606,62349866,chr10
Hk2,-,82725026,82774454,chr6
Hk3,-,55005984,55021385,chr13
Hkdc1,-,62383136,62422457,chr10
Hlcs,-,94129305,94287856,chr16
Hlf,-,90336534,90390917,chr11
Hltf,+,20057810,20118491,chr3
Hlx,-,184727144,184732493,chr1
Hmbox1,-,64822217,64949847,chr14
Hmbs,-,44336347,44344228,chr9
Hmces,+,87913975,87936613,chr6
Hmcn1,-,150562501,150993435,chr1
Hmg20a,+,56418845,56496936,chr9
Hmg20b,-,81346045,81350457,chr10
Hmga1,+,27556573,27563672,chr17
Hmga1-rs1,+,27556652,27563671,chr17
Hmga2,-,120361274,120476935,chr10
Hmga2-ps1,-,176834623,176836133,chr1
Hmgb1,-,149047226,149053037,chr5
Hmgb1-rs17,+,33484310,33485757,chr8
Hmgb2,+,57511842,57515999,chr8
Hmgb3,+,71555916,71560673,chrX
Hmgb4,-,128260211,128260895,chr4
Hmgb4os,+,128261043,128262990,chr4
Hmgcl,+,135946452,135962617,chr4
Hmgcll1,+,76014976,76136350,chr9
Hmgcr,-,96648961,96670936,chr13
Hmgcs1,+,119690350,119708260,chr13
Hmgcs2,+,98280430,98310738,chr3
Hmgn1,-,96121587,96127725,chr16
Hmgn2,-,133964738,133967991,chr4
Hmgn3,-,83109941,83146607,chr9
Hmgn5,-,109004536,109013380,chrX
Hmgxb3,-,61131276,61177050,chr18
Hmgxb4,+,74993702,75031972,chr8
Hmha1,+,80016671,80031471,chr10
Hmmr,-,40701387,40733437,chr11
Hmox1,+,75093617,75100593,chr8
Hmox2,+,4726360,4766249,chr16
Hmx1,+,35389116,35392872,chr5
Hmx2,+,131554061,131556582,chr7
Hmx3,+,131542962,131544931,chr7
Hn1,-,115497352,115514370,chr11
Hn1l,-,24942469,24960623,chr17
Hnf1a,-,114948979,114971062,chr5
Hnf1b,+,83850868,83905917,chr11
Hnf4a,+,163547187,163572907,chr2
Hnf4aos,-,163493803,163541721,chr2
Hnf4g,+,3508029,3659800,chr3
Hnmt,-,24002912,24049379,chr2
Hnrnpa0,-,58125878,58128556,chr13
Hnrnpa1,+,103240396,103246698,chr15
Hnrnpa2b1,-,51460434,51469894,chr6
Hnrnpa3,+,75659258,75669407,chr2
Hnrnpab,-,51600099,51606881,chr11
Hnrnpc,-,52073379,52104028,chr14
Hnrnpd,-,99955934,99978938,chr5
Hnrnpdl,-,100033578,100039222,chr5
Hnrnpf,+,117900339,117925622,chr6
Hnrnph1,+,50377718,50386528,chr11
Hnrnph2,+,134601285,134607054,chrX
Hnrnph3,-,63014663,63023849,chr10
Hnrnpk,-,58391131,58403343,chr13
Hnrnpl,+,28810889,28822266,chr7
Hnrnpll,-,80029486,80062268,chr17
Hnrnpm,-,33646232,33685458,chr17
Hnrnpr,+,136310941,136345979,chr4
Hnrnpu,-,178328299,178337784,chr1
Hnrnpul1,-,25722038,25754720,chr7
Hnrnpul2,+,8819400,8834142,chr19
Hoga1,+,42045850,42070939,chr19
Homer1,+,93304494,93405129,chr13
Homer2,-,81600480,81706925,chr7
Homer3,+,70282998,70294361,chr8
Homez,-,54852736,54864158,chr14
Hook1,+,95967378,96024274,chr4
Hook2,+,84990594,85003364,chr8
Hook3,-,26021420,26119224,chr8
Hopx,-,77086985,77115123,chr5
Hormad1,+,95559676,95587860,chr3
Hormad2,-,4346382,4441082,chr11
Hotair,-,102944061,102947946,chr15
Hotairm1,+,52158523,52162020,chr6
Hottip,+,52262774,52267603,chr6
Hoxa1,-,52155366,52158317,chr6
Hoxa10,-,52231196,52240854,chr6
Hoxa11,-,52242104,52245810,chr6
Hoxa11os,+,52245242,52249769,chr6
Hoxa13,-,52258852,52260880,chr6
Hoxa2,-,52162416,52164831,chr6
Hoxa3,-,52169061,52213067,chr6
Hoxa4,-,52189686,52191703,chr6
Hoxa5,-,52201753,52204587,chr6
Hoxa6,-,52206364,52208624,chr6
Hoxa7,-,52215623,52218573,chr6
Hoxa9,-,52223096,52227370,chr6
Hoxaas2,+,52165673,52169451,chr6
Hoxaas3,+,52201123,52213597,chr6
Hoxb1,+,96365757,96368253,chr11
Hoxb13,+,96194360,96196599,chr11
Hoxb2,+,96351631,96354014,chr11
Hoxb3,+,96323125,96347930,chr11
Hoxb4,+,96318266,96321638,chr11
Hoxb5,+,96303511,96306121,chr11
Hoxb6,+,96299170,96301569,chr11
Hoxb7,+,96286645,96290163,chr11
Hoxb8,+,96281904,96285325,chr11
Hoxb9,+,96271329,96276593,chr11
Hoxc10,+,102966795,102971897,chr15
Hoxc11,+,102954525,102956701,chr15
Hoxc12,+,102936852,102938517,chr15
Hoxc13,+,102921130,102928814,chr15
Hoxc4,+,103034394,103036852,chr15
Hoxc5,+,103014007,103017429,chr15
Hoxc6,+,103009561,103011881,chr15
Hoxc8,+,102990538,102994254,chr15
Hoxc9,+,102977031,102984444,chr15
Hoxd1,+,74762979,74765142,chr2
Hoxd10,+,74691890,74695106,chr2
Hoxd11,+,74679557,74687016,chr2
Hoxd12,+,74675012,74677705,chr2
Hoxd13,+,74668309,74671599,chr2
Hoxd3,+,74711992,74748271,chr2
Hoxd3os1,-,74710043,74716130,chr2
Hoxd4,+,74721977,74729159,chr2
Hoxd8,+,74704614,74707932,chr2
Hoxd9,+,74697762,74700208,chr2
Hp,-,109575127,109579172,chr8
Hp1bp3,+,138216611,138244682,chr4
Hpca,-,129111569,129121925,chr4
Hpcal1,+,17690813,17791926,chr12
Hpcal4,+,123183503,123194699,chr4
Hpd,-,123171806,123182686,chr5
Hpdl,-,116819906,116821508,chr4
Hpgd,+,56294551,56321046,chr8
Hpgds,-,65117292,65144730,chr6
Hpn,-,31098724,31115326,chr7
Hprt,+,52988077,53021660,chrX
Hps1,-,42755195,42779976,chr19
Hps3,-,19995944,20035310,chr3
Hps4,+,112343094,112378424,chr5
Hps5,-,46760465,46795881,chr7
Hps6,+,46003477,46006173,chr19
Hpse,-,100679485,100719683,chr5
Hpse2,-,42788594,43388355,chr19
Hpx,-,105591610,105600116,chr7
Hr,+,70554055,70573548,chr14
Hras,-,141189933,141194004,chr7
Hrasls,+,29209694,29230530,chr16
Hrasls5,+,7612568,7639238,chr19
Hrc,+,45335268,45338972,chr7
Hrct1,+,43727197,43728110,chr4
Hrg,+,22951071,22961659,chr16
Hrh1,+,114397935,114483296,chr6
Hrh2,+,54192128,54222432,chr13
Hrh3,-,180099464,180104407,chr2
Hrh4,+,13006989,13022882,chr18
Hrk,+,118169763,118189478,chr5
Hrnr,+,93319748,93333572,chr3
Hrsp12,-,34484021,34495246,chr15
Hs1bp3,+,8313432,8343824,chr12
Hs2st1,-,144431106,144570216,chr3
Hs3st1,-,39613934,39644631,chr5
Hs3st2,+,121392295,121501768,chr7
Hs3st3a1,+,64435331,64522835,chr11
Hs3st3b1,-,63884692,63922284,chr11
Hs3st4,+,123983180,124398989,chr7
Hs3st5,+,36506806,36834394,chr10
Hs3st6,+,24753002,24758684,chr17
Hs6st1,+,36068399,36106446,chr1
Hs6st2,-,51386636,51681602,chrX
Hs6st3,+,119138264,119869815,chr14
Hsbp1,+,119344537,119348929,chr8
Hsbp1l1,-,80229755,80247102,chr18
Hscb,-,110829069,110839777,chr5
Hsd11b1,-,193221640,193264045,chr1
Hsd11b2,+,105518745,105523988,chr8
Hsd17b1,+,101078410,101080505,chr11
Hsd17b10,+,152001895,152004442,chrX
Hsd17b11,-,103989764,104021796,chr5
Hsd17b12,-,94032696,94157909,chr2
Hsd17b13,-,103955441,103977388,chr5
Hsd17b14,+,45554927,45567321,chr7
Hsd17b2,+,117701945,117759029,chr8
Hsd17b3,-,64058273,64089201,chr13
Hsd17b4,+,50128200,50196270,chr18
Hsd17b6,-,127990935,128007508,chr10
Hsd17b7,-,169949536,169969205,chr1
Hsd3b1,-,98852193,98859794,chr3
Hsd3b2,-,98711106,98724543,chr3
Hsd3b3,-,98741475,98763128,chr3
Hsd3b4,-,98445683,98564038,chr3
Hsd3b5,-,98618635,98645534,chr3
Hsd3b6,-,98805503,98814443,chr3
Hsd3b7,+,127800608,127803802,chr7
Hsdl1,-,119561977,119575200,chr8
Hsdl2,+,59581562,59618694,chr4
Hsf1,+,76477444,76500972,chr15
Hsf2,+,57486384,57513143,chr10
Hsf2bp,-,31944768,32034508,chr17
Hsf3,-,96306866,96357240,chrX
Hsf4,+,105269800,105275845,chr8
Hsf5,+,87617163,87659542,chr11
Hsfy2,-,56636050,56637451,chr1
Hsh2d,+,72189667,72200958,chr8
Hsp90aa1,-,110691035,110696395,chr12
Hsp90ab1,-,45567777,45573261,chr17
Hsp90b1,-,86690840,86705444,chr10
Hspa12a,-,58795750,58860984,chr19
Hspa12b,+,131127411,131145983,chr2
Hspa13,-,75755190,75766818,chr16
Hspa14,-,3488853,3512814,chr2
Hspa1a,-,34969358,34972156,chr17
Hspa1b,-,34956428,34959238,chr17
Hspa1l,+,34972702,34979228,chr17
Hspa2,+,76404175,76406936,chr12
Hspa4,-,53259813,53300479,chr11
Hspa4l,+,40745612,40790365,chr3
Hspa5,+,34772089,34776529,chr2
Hspa8,+,40801272,40805199,chr9
Hspa9,-,34937414,34954351,chr18
Hspb1,+,135887918,135889563,chr5
Hspb11,+,107253933,107279888,chr4
Hspb2,-,50751071,50752354,chr9
Hspb3,-,113662895,113663676,chr13
Hspb6,+,30553301,30555439,chr7
Hspb7,+,141420778,141425310,chr4
Hspb8,-,116408494,116422864,chr5
Hspb9,+,100713849,100714575,chr11
Hspbap1,+,35770385,35828462,chr16
Hspbp1,-,4660520,4684963,chr7
Hspd1,-,55077833,55087932,chr1
Hspe1,+,55088147,55091317,chr1
Hspg2,+,137468802,137570630,chr4
Hsph1,-,149616844,149636315,chr5
Htatip2,+,49759105,49773999,chr7
Htatsf1,+,57053569,57067182,chrX
Htr1a,+,105443692,105448133,chr13
Htr1b,-,81631391,81632552,chr9
Htr1d,+,136423523,136444401,chr4
Htr1f,-,64924728,65105784,chr16
Htr2a,+,74640839,74706859,chr14
Htr2b,-,86099036,86111970,chr1
Htr2c,+,146962512,147197277,chrX
Htr3a,-,48899212,48911099,chr9
Htr3b,-,48935007,48964990,chr9
Htr4,+,62324203,62467802,chr18
Htr5a,+,27841946,27855086,chr5
Htr5b,-,121509772,121528465,chr1
Htr6,-,139061408,139074789,chr4
Htr7,-,35958728,36057360,chr19
Htra1,+,130936202,130985658,chr7
Htra2,-,83051266,83054571,chr6
Htra3,-,35652025,35679780,chr5
Htra4,-,25024927,25038962,chr8
Htt,+,34761739,34912534,chr5
Hunk,+,90386396,90499553,chr16
Hus1,-,8993136,9011191,chr11
Hus1b,-,30946575,30947761,chr13
Huwe1,+,151803281,151935417,chrX
Hvcn1,+,122209728,122242297,chr5
Hyal1,+,107576951,107580133,chr9
Hyal2,+,107569162,107572778,chr9
Hyal3,+,107581295,107587359,chr9
Hyal4,+,24748366,24766519,chr6
Hyal5,+,24857996,24891958,chr6
Hyal6,+,24733244,24745452,chr6
Hydin,+,110266976,110610253,chr8
Hyi,+,118359998,118362744,chr4
Hykk,+,54917289,54949924,chr9
Hyls1,-,35560820,35570069,chr9
Hyou1,+,44379489,44392369,chr9
Hypk,+,121457087,121458440,chr2
Hypm,+,9846946,9847500,chrX
I730028E13Rik,+,61138514,61145259,chr9
I730030J21Rik,-,100730504,100732737,chr15
I830012O16Rik,+,34607956,34613401,chr19
I830077J02Rik,-,105925890,105932664,chr3
Iah1,+,21316391,21323607,chr12
Iapp,+,142298424,142303819,chr6
Iars,+,49682129,49734267,chr13
Iars2,-,185286661,185329401,chr1
Iba57,-,59155368,59163745,chr11
Ibsp,+,104299286,104311472,chr5
Ibtk,-,85687359,85749334,chr9
Ica1,-,8630526,8778484,chr6
Ica1l,-,59989067,60043087,chr1
Icam1,+,21015959,21028796,chr9
Icam2,-,106377655,106382641,chr11
Icam4,+,21029372,21030531,chr9
Icam5,+,21032037,21039036,chr9
Ice1,-,70588688,70637634,chr13
Ice2,+,69397997,69433074,chr9
Ick,+,78109191,78172109,chr9
Icmt,+,152297213,152307126,chr4
Icos,+,60977913,61000321,chr1
Icosl,+,78069367,78079525,chr10
Ict1,+,115403765,115410913,chr11
Id1,+,152736250,152737410,chr2
Id2,-,25093798,25096092,chr12
Id3,+,136143821,136145392,chr4
Id4,+,48261426,48264036,chr13
Ide,-,37268740,37330613,chr19
Idh1,-,65158615,65186479,chr1
Idh2,-,80094846,80115350,chr7
Idh3a,+,54586510,54604662,chr9
Idh3b,-,130279308,130284451,chr2
Idh3g,-,73778962,73786897,chrX
Idi1,+,8885605,8892396,chr13
Idi2,+,8952862,8960935,chr13
Idnk,+,58157648,58164693,chr13
Ido1,-,24584132,24596952,chr8
Ido2,-,24531891,24576333,chr8
Ids,-,70343069,70365085,chrX
Idua,+,108660330,108685446,chr5
Ier2,-,84661330,84662852,chr8
Ier3,+,35821712,35822911,chr17
Ier3ip1,+,76930026,76941614,chr18
Ier5,-,155096366,155099636,chr1
Ier5l,-,30472640,30474199,chr2
Iffo1,+,125145223,125161782,chr6
Iffo2,+,139530547,139620382,chr4
Ifi202b,-,173962568,173982844,chr1
Ifi203,-,173920400,173942672,chr1
Ifi204,-,173747293,173766919,chr1
Ifi205,-,174011997,174031755,chr1
Ifi27,+,103434188,103440245,chr12
Ifi27l2a,-,103433872,103443680,chr12
Ifi27l2b,-,103450897,103457223,chr12
Ifi30,-,70762772,70766663,chr8
Ifi35,+,101448411,101458701,chr11
Ifi44,-,151730922,151749959,chr3
Ifi44l,-,151758736,151762891,chr3
Ifi47,+,49076586,49096987,chr11
Ifih1,-,62595792,62646255,chr2
Ifit1,+,34640888,34650009,chr19
Ifit2,+,34550693,34576534,chr19
Ifit3,+,34583528,34588982,chr19
Ifitm1,+,140967428,140969827,chr7
Ifitm10,-,142326109,142372259,chr7
Ifitm2,-,140954838,140955961,chr7
Ifitm3,-,141009589,141010744,chr7
Ifitm5,-,140948961,140950239,chr7
Ifitm6,-,141015811,141016892,chr7
Ifitm7,-,13981701,13986867,chr16
Ifltd1,-,145397234,145434925,chr6
Ifna1,+,88850086,88850656,chr4
Ifna11,+,88819918,88820565,chr4
Ifna12,-,88602579,88603376,chr4
Ifna13,-,88643640,88644459,chr4
Ifna14,-,88571228,88571798,chr4
Ifna15,-,88557672,88558245,chr4
Ifna16,-,88676286,88676856,chr4
Ifna2,-,88683206,88683779,chr4
Ifna4,+,88841815,88842459,chr4
Ifna5,+,88835524,88836094,chr4
Ifna6,+,88827415,88827985,chr4
Ifna7,+,88816224,88816800,chr4
Ifna9,-,88591812,88592385,chr4
Ifnab,-,88690598,88691268,chr4
Ifnar1,+,91485214,91510522,chr16
Ifnar2,+,91372782,91405587,chr16
Ifnb1,-,88522024,88522794,chr4
Ifne,-,88879537,88880201,chr4
Ifng,+,118441046,118445892,chr10
Ifngr1,+,19591957,19610225,chr10
Ifngr2,+,91547093,91564007,chr16
Ifnk,+,35152054,35154019,chr4
Ifnl2,-,28508860,28510360,chr7
Ifnl3,+,28522835,28524322,chr7
Ifnlr1,+,135686456,135708180,chr4
Ifnz,+,88782130,88783592,chr4
Ifrd1,-,40203128,40223189,chr12
Ifrd2,+,107587717,107593038,chr9
Ift122,+,115853527,115926699,chr6
Ift140,+,25016085,25099497,chr17
Ift172,-,31253278,31291114,chr5
Ift20,+,78536435,78541473,chr11
Ift22,+,136908149,136913244,chr5
Ift27,-,78159462,78174108,chr15
Ift43,+,86082560,86162459,chr12
Ift46,+,44773008,44792714,chr9
Ift52,+,163017471,163046135,chr2
Ift57,+,49699293,49765126,chr16
Ift74,+,94614490,94693233,chr4
Ift80,-,68892498,69004570,chr3
Ift81,-,122550203,122614518,chr5
Ift88,+,57424070,57517936,chr14
Igbp1,+,100494290,100516125,chrX
Igbp1b,-,138657091,138658444,chr6
Igdcc3,+,65141188,65185870,chr9
Igdcc4,+,65101485,65137947,chr9
Igf1,+,87859055,87937047,chr10
Igf1r,+,67952256,68233667,chr7
Igf2,-,142650767,142661035,chr7
Igf2bp1,-,95957163,96005944,chr11
Igf2bp2,-,22059008,22163299,chr16
Igf2bp3,-,49085217,49214954,chr6
Igf2os,+,142659692,142670356,chr7
Igf2r,-,12682405,12769706,chr17
Igfals,+,24878769,24882008,chr17
Igfbp1,+,7197786,7202546,chr11
Igfbp2,+,72824479,72852471,chr1
Igfbp3,-,7206090,7213923,chr11
Igfbp4,+,99041259,99052643,chr11
Igfbp5,-,72858064,72874865,chr1
Igfbp6,+,102144185,102149512,chr15
Igfbp7,-,77349239,77408045,chr5
Igfbpl1,-,45809506,45826827,chr4
Igfl3,+,18176493,18181862,chr7
Igflr1,+,30565426,30567962,chr7
Igfn1,-,135953577,136006342,chr1
Ighmbp2,-,3259075,3283010,chr19
Igip,+,36300100,36301478,chr18
Igll1,-,16860670,16863985,chr16
Iglon5,-,43472906,43490023,chr7
Igsf1,-,49782536,49797745,chrX
Igsf10,-,59316734,59344256,chr3
Igsf11,+,38902344,39027157,chr16
Igsf21,-,140026851,140246811,chr4
Igsf23,-,19937304,19950743,chr7
Igsf3,+,101377124,101463060,chr3
Igsf5,+,96361756,96422121,chr16
Igsf6,-,121064066,121074530,chr7
Igsf8,+,172312406,172319835,chr1
Igsf9,+,172482212,172498877,chr1
Igsf9b,+,27299227,27334763,chr9
Igtp,+,58199555,58207592,chr11
Ihh,-,74945317,74951651,chr1
Iigp1,+,60376028,60392629,chr18
Ik,+,36744655,36757639,chr18
Ikbip,+,91083038,91102613,chr10
Ikbkap,-,56749679,56802331,chr4
Ikbkb,-,22659204,22706583,chr8
Ikbke,-,131254601,131279563,chr1
